age,salaire_mensuel,statut_retraite,statut_salarie,depense_totale
33,1279.93,False,True,1146.59
19,775.43,False,False,695.7
77,2096.12,True,False,1785.25
56,3870.93,False,True,3374.21
74,2107.57,False,True,1570.97
79,1965.01,True,False,1457.26
73,2457.15,True,False,1927.19
28,2377.17,False,True,1919.45
41,2254.99,False,True,1879.59
19,500.0,False,False,469.86
65,970.25,True,False,867.58
78,1163.97,False,True,930.58
43,1945.08,False,True,1654.65
77,2126.84,True,False,1734.4
27,1991.79,False,True,1602.74
79,2381.41,False,True,2020.28
52,2777.54,False,True,2225.32
63,2220.95,True,False,1985.45
82,1185.5,True,False,949.13
78,2616.32,True,False,2109.9
34,3070.74,False,True,2268.0
44,1974.39,False,True,1707.29
28,3241.4,False,True,2690.4
71,1050.99,True,False,869.88
42,2723.34,False,True,2293.57
52,3568.38,False,True,2886.44
65,1741.07,False,True,1523.92
59,2580.82,False,True,2275.86
77,2122.82,True,False,1775.63
72,2087.54,True,False,1869.28
82,2088.08,False,True,1711.24
23,3476.53,False,True,2909.38
52,2040.65,False,True,1733.07
48,2065.39,False,True,1782.29
27,2473.98,False,True,2203.07
67,2457.66,False,True,2150.27
43,3208.21,False,True,2623.43
35,1170.07,False,True,954.86
26,1382.65,False,True,1145.59
62,1136.63,False,True,899.89
45,3803.12,False,True,3059.37
66,2434.73,False,True,2082.81
80,500.0,False,True,395.17
69,3128.0,False,True,2832.55
79,1153.64,True,False,1008.49
83,1589.8,True,False,1300.86
44,500.0,False,True,413.85
58,1696.44,False,True,1318.09
72,1602.06,True,False,1413.24
37,1903.69,False,True,1383.61
51,4650.9,False,True,3914.81
48,4164.78,False,True,3274.71
67,2168.23,True,False,1850.1
31,2971.17,False,True,2693.74
56,3091.45,False,True,2590.95
26,4590.13,False,True,3862.07
82,2194.51,True,False,1917.6
32,1518.5,False,True,1315.71
40,2702.87,False,True,2298.36
48,1495.24,False,True,1372.08
55,1999.03,False,True,1744.54
23,2099.89,False,True,1658.63
73,2175.04,True,False,1873.48
74,2673.22,False,True,2226.07
36,3068.38,False,True,2270.8
59,1150.07,False,True,931.33
31,2739.61,False,True,2196.08
40,3646.64,False,True,3273.95
63,1373.93,True,False,1130.23
49,2199.28,False,True,1685.87
83,2064.17,True,False,1847.6
33,2833.2,False,True,2615.83
63,3734.49,False,True,3165.89
28,1985.81,False,True,1650.28
51,2895.04,False,True,2444.31
79,1990.15,True,False,1694.24
21,4326.89,False,True,3609.79
82,1819.13,True,False,1551.33
44,3692.21,False,True,3241.18
42,4240.75,False,True,3590.36
81,1899.51,True,False,1588.14
84,2577.11,True,False,2228.18
66,2367.89,True,False,1852.33
34,3325.09,False,True,2942.42
44,3370.93,False,True,2927.28
84,1557.73,True,False,1373.58
67,1437.34,True,False,1230.87
60,1997.06,True,False,1745.7
63,1702.87,True,False,1512.55
77,2674.31,True,False,2370.83
44,2574.17,False,True,2153.3
63,1388.89,True,False,1148.27
29,1444.46,False,True,1258.51
66,2297.97,False,True,2016.09
43,1167.08,False,True,912.29
69,3858.9,False,True,3205.85
21,660.08,False,False,584.37
52,3380.34,False,True,2735.75
80,1450.28,True,False,1102.93
68,2875.25,False,True,2493.54
82,2266.46,True,False,1930.32
49,1192.3,False,True,982.26
23,1939.56,False,True,1619.21
83,1785.27,True,False,1431.38
22,925.87,False,False,885.4
70,3858.66,False,True,3347.75
83,1686.75,True,False,1472.44
23,500.0,False,False,435.31
45,2356.53,False,True,2008.12
49,2893.11,False,True,2271.81
83,2056.25,True,False,1778.79
50,3469.04,False,True,2753.52
28,2561.09,False,True,2207.26
27,1549.63,False,True,1273.75
83,1806.42,True,False,1639.54
28,4329.21,False,True,3761.26
61,2119.16,True,False,1812.27
78,3091.49,False,True,2709.21
29,3161.19,False,True,2486.14
60,4096.46,False,True,3426.47
71,4781.03,False,True,3946.79
40,1622.2,False,True,1185.82
55,2003.86,False,True,1709.7
79,1799.64,True,False,1448.13
38,1708.79,False,True,1524.15
76,1532.29,True,False,1280.9
20,1452.73,False,False,1318.7
52,4298.64,False,True,3533.12
29,4043.56,False,True,3514.39
41,2764.12,False,True,2264.13
61,2433.13,True,False,2171.01
67,1193.13,True,False,950.9
41,1262.83,False,True,1084.19
38,2504.54,False,True,2182.77
52,2814.31,False,True,2231.36
30,1754.01,False,True,1432.18
65,2550.46,False,True,2198.07
47,2033.34,False,True,1702.8
49,2334.42,False,True,2097.58
37,4802.18,False,True,3795.66
44,2990.34,False,True,2522.27
23,2572.95,False,True,2225.34
53,2922.33,False,True,2444.29
18,3148.62,False,True,2825.7
81,3055.43,False,True,2524.24
55,3692.36,False,True,3116.63
61,1651.66,True,False,1379.37
42,2643.2,False,True,2069.83
53,3956.1,False,True,3646.72
20,1066.75,False,False,983.29
33,1815.34,False,True,1386.33
41,3424.84,False,True,3018.23
53,2674.26,False,True,2285.82
61,1806.25,True,False,1574.12
36,4254.07,False,True,3601.66
18,1594.72,False,False,1440.44
43,1446.28,False,True,1262.05
26,2317.05,False,True,1886.92
20,1081.05,False,False,1040.02
57,500.0,False,True,380.24
69,1683.14,True,False,1449.8
70,1743.2,True,False,1360.34
63,2297.88,True,False,2061.14
43,5803.76,False,True,4955.82
62,1614.45,True,False,1261.68
19,693.55,False,False,633.89
70,506.61,True,False,411.57
58,1547.2,False,True,1363.25
71,2731.97,False,True,2255.23
45,3418.52,False,True,2633.67
42,2284.9,False,True,2029.11
73,1567.83,True,False,1373.27
36,2301.39,False,True,1745.58
78,1801.35,True,False,1638.5
49,3676.78,False,True,3023.24
31,998.36,False,True,819.26
60,2051.68,True,False,1948.33
45,3401.33,False,True,3027.25
70,1331.78,True,False,1173.23
77,1811.64,False,True,1596.54
41,3724.14,False,True,2874.04
80,2501.32,False,True,2285.29
38,2870.26,False,True,2709.9
60,3322.01,False,True,2633.9
38,571.75,False,True,494.19
49,2518.81,False,True,2183.19
19,1498.66,False,False,1286.03
79,2626.68,True,False,2216.56
60,1628.05,False,True,1295.41
69,1498.43,True,False,1305.31
30,3835.99,False,True,3353.98
68,2038.22,True,False,1605.91
62,2211.29,True,False,1890.07
26,3127.11,False,True,2811.71
71,1920.36,True,False,1722.38
39,3855.12,False,True,3402.92
37,2687.27,False,True,2263.2
83,1556.8,True,False,1293.92
58,1773.82,False,True,1493.02
68,1655.94,True,False,1534.05
55,1266.5,False,True,1109.26
42,4848.38,False,True,3832.03
20,1329.42,False,False,1199.16
41,2662.34,False,True,2318.85
73,1105.89,True,False,847.4
55,1240.01,False,True,1074.74
50,2690.77,False,True,2346.84
83,2335.48,False,True,2025.34
65,1927.09,True,False,1710.12
37,1955.13,False,True,1919.88
62,969.06,True,False,795.21
19,2553.57,False,True,2060.16
36,3122.33,False,True,2740.84
20,1661.27,False,True,1284.44
23,1231.0,False,False,1148.24
52,2439.91,False,True,1891.65
68,3080.52,False,True,2736.9
73,1963.58,True,False,1638.57
48,1048.02,False,True,919.97
23,1682.96,False,False,1595.81
31,2244.49,False,True,1697.36
33,2702.72,False,True,2415.6
20,908.28,False,False,860.61
66,2303.8,True,False,2069.81
69,2826.09,False,True,2347.69
42,2158.94,False,True,1896.28
82,3130.46,False,True,2406.75
34,4203.15,False,True,3856.01
65,901.42,False,True,699.62
71,853.38,True,False,688.48
84,2337.05,True,False,2070.1
73,1471.6,True,False,1345.24
50,500.0,False,True,407.79
68,1589.04,True,False,1225.73
21,1742.23,False,True,1489.36
82,1478.77,True,False,1323.76
71,1667.28,True,False,1520.11
59,1773.19,False,True,1465.07
67,2423.02,False,True,1813.69
64,1857.12,True,False,1428.82
29,2618.59,False,True,2275.15
20,631.45,False,False,552.57
80,2046.35,True,False,1701.33
59,2379.48,False,True,1820.32
76,2367.48,True,False,2006.26
76,715.88,True,False,630.54
67,2044.21,False,True,1716.4
53,2512.98,False,True,1881.7
26,2320.68,False,True,1814.7
63,760.25,False,True,624.55
19,500.0,False,False,471.94
31,2163.67,False,True,1653.05
83,3736.78,False,True,3076.22
44,2245.57,False,True,1943.4
61,2353.54,True,False,1869.16
28,2253.8,False,True,1860.69
78,2232.1,False,True,1917.11
35,3069.69,False,True,2973.41
67,4001.57,False,True,3629.54
61,1706.23,True,False,1421.01
78,1530.01,True,False,1192.7
28,1511.76,False,True,1395.08
37,3359.93,False,True,3032.07
37,824.08,False,True,740.13
65,4190.49,False,True,3498.4
21,3244.75,False,True,3089.7
45,3037.35,False,True,2676.43
24,1087.46,False,False,931.49
71,1338.06,True,False,1187.8
28,2178.41,False,True,1722.45
32,3134.95,False,True,2700.35
49,2259.0,False,True,1770.0
53,1948.83,False,True,1534.11
71,1775.73,True,False,1414.01
54,3517.59,False,True,3140.17
37,3103.97,False,True,2773.74
75,2927.89,False,True,2725.34
70,2754.23,True,False,2232.65
57,3331.42,False,True,2697.35
29,2295.44,False,True,1911.47
22,1077.41,False,False,1021.53
51,3093.44,False,True,2591.72
65,1808.11,False,True,1423.51
48,2653.44,False,True,2370.59
38,2829.0,False,True,2339.59
51,4507.98,False,True,3593.68
47,2983.91,False,True,2673.87
39,1468.26,False,True,1205.45
84,1265.44,False,True,1060.75
75,2070.5,True,False,1836.45
52,908.16,False,True,771.95
60,1991.17,True,False,1793.81
47,3240.4,False,True,2947.34
50,2802.47,False,True,2148.6
75,1475.15,True,False,1273.66
63,1911.25,True,False,1451.12
83,1893.05,True,False,1606.81
48,1301.79,False,True,1086.46
39,1679.45,False,True,1402.34
81,1880.72,True,False,1532.54
34,763.88,False,True,618.05
24,2931.69,False,True,2249.06
55,2762.17,False,True,2220.99
67,1908.22,True,False,1642.76
22,522.44,False,False,467.95
77,782.15,False,True,659.32
55,2348.7,False,True,2101.98
21,1258.03,False,False,1160.7
48,2535.06,False,True,2173.79
18,795.32,False,False,714.44
48,1937.47,False,True,1769.39
35,3134.96,False,True,2633.39
49,1104.57,False,True,942.91
47,2808.27,False,True,2451.06
80,963.11,True,False,808.47
38,2153.42,False,True,1869.25
71,2908.64,False,True,2217.05
25,1754.69,False,True,1430.07
33,2527.79,False,True,1864.82
20,1318.57,False,False,1128.86
72,1679.21,True,False,1439.07
56,3821.28,False,True,3333.17
50,1241.05,False,True,1046.51
64,2089.05,True,False,1878.5
29,1305.59,False,True,1087.24
67,1055.07,True,False,910.23
81,2446.27,True,False,1995.04
73,1401.11,True,False,1165.34
55,2427.28,False,True,2227.03
58,2332.02,False,True,1982.54
42,2017.34,False,True,1585.95
27,4391.37,False,True,3901.2
74,1514.18,True,False,1360.69
24,3406.29,False,True,2822.1
47,4059.58,False,True,3413.93
55,3219.18,False,True,2821.61
59,2092.33,False,True,1822.2
44,2580.6,False,True,2160.1
41,1572.94,False,True,1134.7
28,1192.07,False,True,1033.46
69,3112.63,False,True,2477.59
73,2399.02,True,False,2222.9
51,1041.32,False,True,899.84
49,3885.77,False,True,3168.06
63,2635.01,True,False,2425.98
63,1787.26,True,False,1556.5
39,2713.37,False,True,2495.01
57,1703.24,False,True,1328.68
37,2710.28,False,True,2289.08
78,2060.09,True,False,1817.18
50,2877.96,False,True,2386.61
23,704.55,False,False,624.77
47,806.37,False,True,661.81
77,3709.63,False,True,3080.75
19,955.3,False,False,892.24
56,2950.74,False,True,2479.91
43,1659.61,False,True,1410.84
40,2498.86,False,True,2052.4
83,1631.28,True,False,1283.8
72,1747.11,True,False,1325.98
59,3871.74,False,True,3220.16
41,2190.25,False,True,2007.53
57,2826.74,False,True,2496.68
36,1738.7,False,True,1472.13
74,2972.83,False,True,2439.56
37,3930.27,False,True,3453.44
71,1713.23,True,False,1481.81
36,2999.01,False,True,2748.75
27,2606.95,False,True,2149.75
79,3207.86,False,True,2699.01
24,2155.96,False,True,1797.0
79,1807.38,False,True,1404.52
73,1149.52,True,False,961.03
71,2832.39,False,True,2110.13
82,1201.94,True,False,1015.91
66,1301.77,True,False,979.57
46,727.41,False,True,577.05
33,3504.78,False,True,2496.21
35,1776.6,False,True,1628.67
75,845.92,False,True,655.44
39,2346.51,False,True,2104.05
51,3744.37,False,True,3133.73
34,1811.03,False,True,1601.9
77,1388.05,True,False,1137.08
41,1617.34,False,True,1412.58
22,1359.69,False,True,1221.87
32,1966.07,False,True,1702.76
41,2769.89,False,True,2212.78
75,2682.39,True,False,2279.99
20,734.46,False,False,642.56
72,1047.15,True,False,894.1
36,4989.37,False,True,4140.4
53,3157.24,False,True,2674.87
83,2135.76,True,False,2008.38
18,1242.91,False,False,1116.46
29,4004.52,False,True,3135.76
34,1093.6,False,True,881.19
74,1399.81,True,False,1136.56
43,2862.03,False,True,2377.6
57,2281.29,False,True,2116.62
18,1830.0,False,True,1551.19
82,806.2,True,False,664.5
19,2115.59,False,True,1875.91
55,1437.22,False,True,1053.59
52,3379.6,False,True,2839.84
79,2628.25,True,False,2284.15
20,1657.69,False,True,1357.37
52,1546.77,False,True,1361.95
66,1381.63,True,False,1226.4
23,1631.35,False,True,1392.6
55,2238.95,False,True,1951.88
38,2934.36,False,True,2436.71
84,1163.74,True,False,922.71
20,500.0,False,False,431.77
62,2177.45,False,True,1862.79
25,2574.21,False,True,2319.97
25,1020.49,False,False,931.44
19,2870.74,False,True,2152.13
44,3205.17,False,True,2669.9
50,2279.26,False,True,1920.14
65,2054.85,True,False,1977.14
59,1341.51,False,True,1136.72
63,2283.72,True,False,1988.91
54,1235.53,False,True,935.83
52,1524.79,False,True,1264.13
44,1633.04,False,True,1411.67
33,3110.79,False,True,2627.25
63,1257.66,True,False,1008.76
73,2540.99,False,True,2012.3
83,1781.43,True,False,1424.01
66,1306.0,True,False,1100.36
78,3765.12,False,True,2946.41
60,934.88,True,False,751.53
24,2792.77,False,True,2302.39
44,2592.02,False,True,2277.7
69,3476.42,False,True,3050.56
28,3126.22,False,True,2601.36
81,2606.43,False,True,2172.6
30,3525.28,False,True,2727.9
39,1450.12,False,True,1234.71
75,3171.83,False,True,2932.91
70,1633.1,False,True,1414.8
58,2483.55,False,True,2117.16
79,1666.81,True,False,1371.94
47,2488.57,False,True,2009.6
41,804.96,False,True,642.35
68,1563.64,False,True,1306.49
60,1901.56,True,False,1737.69
53,1049.37,False,True,909.41
50,1749.31,False,True,1377.13
24,1723.05,False,True,1520.2
23,1074.17,False,False,1010.67
48,2807.5,False,True,2445.71
50,5257.87,False,True,4195.66
48,3323.22,False,True,2741.39
55,2745.05,False,True,2196.0
83,1557.47,True,False,1333.96
81,2165.94,False,True,1729.8
49,3895.54,False,True,3137.98
47,1115.37,False,True,1099.07
41,5093.24,False,True,4476.19
57,3692.46,False,True,3383.94
22,500.0,False,False,482.22
25,1395.71,False,False,1290.33
19,4246.23,False,True,3626.89
62,3129.88,True,False,2608.89
28,2387.89,False,True,2029.39
58,1718.9,False,True,1485.83
63,2108.56,False,True,1803.55
76,1842.46,True,False,1590.01
29,3963.69,False,True,3203.56
27,1714.47,False,True,1336.7
27,1648.34,False,True,1383.71
41,3815.84,False,True,3671.65
54,2840.7,False,True,2412.22
63,1711.03,True,False,1455.55
40,4016.55,False,True,3090.83
26,1848.9,False,True,1555.36
82,1393.02,True,False,1072.73
61,2080.52,True,False,1773.87
63,1839.31,True,False,1454.0
31,861.14,False,True,648.28
50,1583.93,False,True,1393.03
82,1358.86,True,False,1057.66
56,3280.89,False,True,2842.55
25,1244.94,False,True,1073.57
41,1953.88,False,True,1661.24
19,2201.73,False,True,1756.27
50,2007.38,False,True,1688.18
18,4071.81,False,True,3374.69
20,573.3,False,False,531.43
47,3127.58,False,True,2604.64
26,2940.36,False,True,2490.74
75,3498.37,False,True,3025.89
66,1748.53,True,False,1510.04
65,2570.16,False,True,2019.42
35,3080.88,False,True,2348.76
24,728.7,False,False,697.24
63,1694.65,False,True,1364.09
47,2642.94,False,True,2207.59
61,2322.94,True,False,2072.99
69,1575.22,True,False,1376.08
45,3264.23,False,True,2776.69
80,1903.48,True,False,1710.27
65,1562.24,True,False,1295.08
78,1173.46,False,True,933.76
59,2774.77,False,True,2548.39
71,2972.6,True,False,2666.51
40,2807.42,False,True,2342.17
41,2369.23,False,True,1775.38
61,1318.05,True,False,1094.59
79,1820.84,True,False,1433.33
30,1758.79,False,True,1383.43
21,1208.0,False,False,1076.72
28,3382.36,False,True,3088.71
23,3016.83,False,True,2445.69
56,2695.34,False,True,2408.0
48,2998.26,False,True,2723.3
40,3239.14,False,True,2695.68
29,2470.56,False,True,2052.62
70,995.07,True,False,883.78
54,2227.11,False,True,1772.96
56,3772.86,False,True,3283.89
80,2129.58,True,False,2030.51
79,2283.74,True,False,1912.24
24,935.34,False,False,868.57
46,1635.42,False,True,1204.37
47,1604.5,False,True,1269.35
29,1907.85,False,True,1618.12
64,2687.5,False,True,2465.04
82,2079.14,False,True,1855.81
33,2873.74,False,True,2300.28
21,4103.42,False,True,3592.09
73,1235.48,True,False,1135.06
75,2807.29,True,False,2187.49
25,742.69,False,False,686.89
25,1364.83,False,False,1160.87
19,1934.09,False,True,1602.9
83,2601.92,False,True,2208.07
71,2271.14,False,True,1795.67
55,3873.89,False,True,3253.06
75,1567.91,True,False,1457.19
64,1450.09,True,False,1058.41
36,5623.99,False,True,4876.04
34,1984.37,False,True,1576.64
44,3059.52,False,True,2489.57
29,2989.75,False,True,2459.95
22,4375.98,False,True,3767.31
18,4580.13,False,True,3653.85
20,500.0,False,False,456.3
64,3199.21,False,True,2323.65
36,3459.93,False,True,2488.42
81,2786.62,False,True,2268.62
75,2892.83,False,True,2182.23
54,2448.11,False,True,2200.23
28,702.03,False,True,529.22
83,3862.05,False,True,3244.78
21,866.51,False,False,762.83
41,1502.79,False,True,1207.23
49,3891.1,False,True,3108.89
43,2492.76,False,True,2175.88
24,619.61,False,False,595.67
40,2095.43,False,True,1950.2
65,1739.94,True,False,1624.17
47,2767.61,False,True,2047.8
46,2902.57,False,True,2305.94
27,2412.74,False,True,2070.67
73,1423.94,False,True,1227.36
28,3497.3,False,True,2759.32
24,944.89,False,False,876.97
41,3163.43,False,True,2541.61
66,1434.94,True,False,1150.97
28,3981.11,False,True,3687.73
39,2060.39,False,True,1746.67
37,3119.82,False,True,2819.59
33,3518.96,False,True,3096.23
48,2040.08,False,True,1670.79
53,1563.2,False,True,1269.15
60,1295.97,True,False,1014.8
18,1440.31,False,False,1376.84
55,3483.16,False,True,2913.61
19,1270.68,False,False,1113.17
55,1881.53,False,True,1323.69
48,2409.06,False,True,2013.16
49,3224.95,False,True,2830.92
38,3011.78,False,True,2496.72
80,1917.36,False,True,1442.9
71,2119.59,True,False,1912.03
80,2131.27,False,True,1723.9
60,2309.78,True,False,2008.98
29,1505.15,False,True,1391.11
57,2940.97,False,True,2520.23
39,3224.05,False,True,2522.65
79,938.06,True,False,754.3
71,1759.37,True,False,1407.48
77,1330.76,True,False,1119.82
24,909.6,False,False,801.65
67,2035.27,True,False,1712.54
39,1852.01,False,True,1568.52
81,1624.76,True,False,1344.86
72,1885.17,True,False,1604.82
84,1780.46,True,False,1571.59
78,4007.23,False,True,3298.72
52,2940.47,False,True,2511.02
75,1705.88,True,False,1305.36
34,4490.76,False,True,3476.5
79,1601.49,True,False,1422.97
36,3805.29,False,True,3280.33
51,1402.38,False,True,1247.89
37,3146.74,False,True,2660.24
37,1638.07,False,True,1408.59
73,3772.81,False,True,3205.78
41,4283.76,False,True,3205.72
83,1748.37,True,False,1458.77
28,2414.41,False,True,2035.33
52,2216.3,False,True,1868.16
51,588.31,False,True,494.53
72,3151.96,False,True,2471.09
58,2884.31,False,True,2548.74
74,1857.07,True,False,1544.85
18,3694.29,False,True,3391.17
53,2854.22,False,True,2518.72
76,2044.69,True,False,1753.47
40,1968.0,False,True,1563.36
56,3228.04,False,True,2272.38
40,3365.4,False,True,2710.15
39,4295.27,False,True,3532.32
36,2648.36,False,True,2175.63
24,3045.63,False,True,2435.57
40,3259.29,False,True,2753.35
38,4229.41,False,True,3379.69
72,1618.76,True,False,1570.35
31,3545.9,False,True,3052.38
19,722.59,False,False,660.49
45,3823.56,False,True,3216.65
30,2716.45,False,True,2157.31
34,3181.68,False,True,2859.78
26,1283.77,False,True,1124.41
53,1642.61,False,True,1269.23
75,1608.87,True,False,1403.96
52,752.77,False,True,641.29
20,2220.09,False,True,1868.52
55,3173.33,False,True,2344.05
84,1657.39,True,False,1300.15
18,792.62,False,False,763.76
45,3484.53,False,True,2669.95
32,4078.75,False,True,3904.03
55,3896.9,False,True,3432.61
80,2685.15,False,True,2323.97
30,3524.27,False,True,3150.91
31,3864.84,False,True,3050.14
43,2892.05,False,True,2736.5
83,1694.25,True,False,1280.28
48,912.16,False,True,801.84
49,3349.05,False,True,2996.06
79,1540.19,True,False,1254.29
28,2773.66,False,True,2343.22
25,810.57,False,False,716.06
81,1880.54,True,False,1552.34
74,1000.04,True,False,744.5
78,2293.54,True,False,1817.73
45,3080.91,False,True,2622.5
63,2417.64,False,True,1862.06
29,4037.28,False,True,3261.31
38,2720.18,False,True,2581.12
44,3548.78,False,True,2719.51
59,2569.12,False,True,2121.0
51,2335.79,False,True,1940.21
33,2616.64,False,True,2293.92
40,1672.96,False,True,1302.96
64,1730.39,True,False,1441.7
64,1744.97,True,False,1582.33
35,2448.71,False,True,2231.9
57,3784.41,False,True,2982.67
69,3467.63,False,True,3088.03
53,2671.43,False,True,2306.71
80,2213.12,True,False,1889.31
82,1487.07,True,False,1116.11
67,4251.67,False,True,3369.07
49,1427.94,False,True,1246.26
21,965.08,False,False,886.28
20,2291.59,False,True,1897.66
32,572.26,False,True,476.85
82,2054.5,False,True,1805.96
45,2379.47,False,True,2320.81
30,3694.28,False,True,3265.84
60,2945.13,False,True,2460.2
48,2666.47,False,True,2301.31
52,4439.06,False,True,4010.84
22,565.41,False,False,531.36
80,1124.32,True,False,974.81
72,3337.97,False,True,2553.36
67,1758.83,False,True,1380.32
57,1307.44,False,True,1073.19
47,974.42,False,True,820.01
57,831.72,False,True,714.01
40,3369.03,False,True,2484.97
54,2401.0,False,True,2041.53
46,628.1,False,True,546.0
82,1378.97,True,False,1034.06
62,1770.63,True,False,1456.39
69,3647.98,False,True,2694.48
45,2442.92,False,True,1913.64
83,2078.68,True,False,1838.52
83,2923.03,False,True,2562.31
58,2170.96,False,True,1768.39
60,2263.7,False,True,1942.67
56,4355.89,False,True,3826.34
53,2172.54,False,True,1755.91
56,1686.12,False,True,1321.56
23,1007.96,False,False,918.06
20,500.0,False,False,458.93
76,4273.35,False,True,3614.04
36,1929.15,False,True,1565.13
55,3452.15,False,True,3154.7
41,2477.23,False,True,2132.91
44,4332.93,False,True,3467.57
27,1511.69,False,True,1225.72
43,2270.99,False,True,1839.99
66,1194.29,True,False,1019.14
73,1699.75,False,True,1469.86
74,1309.66,True,False,1158.21
52,1572.8,False,True,1215.63
58,2722.9,False,True,2326.88
61,1326.18,True,False,1033.09
58,2505.18,False,True,1992.04
49,2762.76,False,True,2332.9
84,2513.81,True,False,1866.64
63,2221.24,True,False,1794.32
22,1088.06,False,False,1003.74
29,4219.21,False,True,3549.23
55,2209.36,False,True,1853.48
45,2518.86,False,True,1998.24
43,3828.33,False,True,3148.51
72,1502.33,True,False,1233.27
48,1067.56,False,True,878.97
44,2578.52,False,True,2268.63
33,1417.45,False,True,1310.87
39,2870.33,False,True,2315.74
22,508.18,False,False,471.97
46,2106.65,False,True,1603.49
30,941.51,False,True,674.0
39,1572.11,False,True,1322.95
21,3275.14,False,True,2810.02
61,1629.13,True,False,1308.17
80,1812.33,True,False,1711.57
18,1972.9,False,True,1695.11
56,1478.07,False,True,1335.83
33,3336.23,False,True,2552.88
65,1081.76,True,False,929.66
32,2200.69,False,True,1870.29
75,2272.63,True,False,2184.45
55,2217.65,False,True,1920.09
19,863.68,False,False,753.59
49,2332.3,False,True,1844.49
29,3695.35,False,True,2740.82
39,2807.34,False,True,2337.1
43,4080.07,False,True,3407.49
20,1322.68,False,False,1207.58
21,2510.41,False,True,2256.56
55,3018.05,False,True,2413.77
31,2849.15,False,True,2346.93
61,1213.98,True,False,1124.2
54,1434.61,False,True,1168.19
53,3595.31,False,True,3091.85
45,1996.62,False,True,1428.61
41,4353.91,False,True,3365.89
71,2108.64,True,False,1856.48
83,1994.46,True,False,1561.62
57,3176.05,False,True,2772.02
32,3249.5,False,True,2950.63
66,1713.0,True,False,1521.8
42,2381.75,False,True,2174.0
20,935.7,False,False,897.18
76,2954.58,True,False,2584.23
55,1565.37,False,True,1347.51
56,2859.19,False,True,2351.32
33,531.07,False,True,451.87
20,2562.17,False,True,2207.89
59,2615.19,False,True,2184.06
39,2698.81,False,True,2361.11
72,2312.93,False,True,2036.48
75,2110.42,True,False,1744.07
47,1958.24,False,True,1724.67
18,1063.09,False,False,975.03
82,2002.02,True,False,1601.41
44,2520.88,False,True,2041.05
19,1085.81,False,False,925.25
56,3388.48,False,True,2889.96
39,2811.19,False,True,2280.93
33,2345.16,False,True,2093.84
43,2074.47,False,True,1762.95
34,3780.38,False,True,3076.23
63,1531.38,True,False,1300.03
72,1596.15,True,False,1301.01
36,3744.84,False,True,3277.86
81,2028.81,True,False,1812.11
78,2328.49,True,False,1831.36
30,2938.46,False,True,2610.41
75,2140.93,True,False,1718.93
32,3690.32,False,True,3062.15
64,1515.53,True,False,1319.45
33,2021.2,False,True,1678.69
84,2013.49,True,False,1867.47
53,2569.62,False,True,2205.25
53,3507.88,False,True,3134.53
52,3555.26,False,True,2884.8
29,1361.65,False,True,1167.44
54,2305.11,False,True,1905.86
23,2101.64,False,True,1767.53
70,2027.34,False,True,1723.28
79,1791.62,True,False,1592.0
37,2357.5,False,True,1783.17
26,1662.02,False,True,1461.41
50,2061.02,False,True,1866.28
28,1999.14,False,True,1695.83
61,1098.46,True,False,880.9
45,2211.1,False,True,1877.84
27,3795.3,False,True,3459.31
19,910.0,False,False,819.97
70,1181.54,True,False,1026.39
33,2193.47,False,True,1850.45
46,1602.41,False,True,1183.19
70,983.06,True,False,822.37
28,3242.26,False,True,2380.39
51,2036.73,False,True,1720.54
41,2914.87,False,True,2528.92
70,2311.7,False,True,2048.61
19,500.0,False,False,435.74
40,1621.71,False,True,1180.82
71,1415.14,True,False,1197.06
63,2111.78,True,False,1893.72
74,1965.45,True,False,1580.79
64,1342.57,True,False,1157.26
28,2266.98,False,True,1891.97
77,2931.78,False,True,2382.84
28,3181.42,False,True,2693.92
73,1948.58,True,False,1679.89
66,1751.55,True,False,1528.64
66,1370.46,True,False,1183.12
50,1796.72,False,True,1451.82
40,1981.09,False,True,1848.07
76,1847.13,False,True,1462.43
56,3316.2,False,True,2520.1
27,3732.33,False,True,3132.44
18,1091.22,False,False,981.19
55,1364.77,False,True,1170.85
47,1659.93,False,True,1387.83
73,1137.87,True,False,905.24
28,1923.74,False,True,1891.64
20,2184.53,False,True,1819.54
80,1399.13,True,False,1166.29
58,2398.87,False,True,1832.13
30,1019.35,False,True,715.81
39,2412.41,False,True,2084.69
31,4440.31,False,True,3760.8
46,2892.52,False,True,2469.82
82,1532.92,True,False,1290.88
62,1539.16,True,False,1279.26
84,2171.58,False,True,1900.57
39,1733.6,False,True,1442.02
71,2088.71,False,True,1562.33
22,850.24,False,False,787.83
77,2757.87,False,True,2553.52
46,1110.82,False,True,1035.21
33,4110.96,False,True,3497.28
35,3238.43,False,True,2806.57
73,2108.89,True,False,1775.73
52,781.05,False,True,688.23
80,1552.75,True,False,1224.35
75,2170.27,False,True,1611.88
28,2267.18,False,True,1970.55
56,938.66,False,True,762.4
41,3805.66,False,True,2917.87
82,3577.86,False,True,2893.04
30,4243.22,False,True,3288.94
73,2783.92,True,False,2328.8
43,2680.58,False,True,2378.01
21,1419.43,False,False,1348.94
38,1861.29,False,True,1465.97
62,1615.14,True,False,1467.63
59,3685.17,False,True,3257.73
61,1915.06,True,False,1595.0
49,4722.13,False,True,4290.71
